sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT00344318_exc_1243_T61,Acute disease at the time of enrolment,at the time of enrolment,14,38,,,,,P
NCT02431559_exc_416_T62,"Subjects with history or evidence upon physical examination of CNS disease, including primary brain tumor, seizures not controlled with standard medical therapy, any brain metastases, or, within six months prior to Day 1 of this study, history of cerebrovascular accident (CVA, stroke), transient ischemic attack (TIA) or subarachnoid hemorrhage.",cerebrovascular accident,247,271,,,,,P
NCT02162433_inc_114_T8,ASA 1 & 2,ASA,0,3,,,,,P
NCT02858180_exc_580_T24,Hepatitis B surface antigen positive,Hepatitis B surface antigen,0,27,,,,,P
NCT03228654_exc_141_T13,presence of significant scarring in the pelvic area from previous surgery.,from previous surgery,52,73,,,,,P
NCT02965027_exc_525_T46,"Acute or serious medical illness or unstable chronic medical illness (e.g., unstable angina, myocardial infarction within 6 months, congestive heart failure, clinically significant or concerning cardiac arrhythmias; preexisting hypotension [systolic blood pressure<110] or orthostatic hypotension [systolic drop >20 mm",hypotension,228,239,,,,,P
NCT00480129_inc_0_T6,"Clinical diagnosis of allergic rhinitis based on sneeze attacks, runny/blocked/itchy nose in the absence of a common cold during the previous 12 months.",common cold,110,121,,,,,P
NCT00426751_exc_0_T57,Subjects not able to give informed consent,give informed consent,21,42,,,,,P
NCT03355469_inc_387_T31,"Reduced HDL-cholesterol (<40mg/dl in men, <50 mg/dl in women), or on medication for treating the condition",women,55,60,,,,,P
NCT02762851_exc_317_T17,Anaphylactic reaction to neomycin,Anaphylactic reaction,0,21,,,,,P
NCT03589105_exc_36_T13,"Inability to complete an MRI (contraindications for MRI include but are not restricted to weight =140 kg, pacemaker, cochlear implants, presence of foreign substances in the eye, intracranial vascular clips, surgery within 6 weeks of entry into the study, coronary stent implanted within 8 weeks prior to the time of the intended MRI, etc…)",surgery,208,215,,,,,P
NCT02431559_exc_2871_T181,Lack of availability for immunological and clinical follow-up assessment.,immunological follow-up assessment,,,"[(25, 38), (25, 45)]",,,,P
NCT02862314_exc_229_T7,"situation in which the procalcitonin concentration could be increased without correlation to an infectious process (poly-traumatised patients,",procalcitonin concentration,23,50,,,,,P
NCT01631058_exc_0_T1,Allergy to any of proposed medications,Allergy,0,7,,,,,P
NCT03491059_exc_394_T22,"psychiatric conditions such as schizophrenia, adult ADHD, or bipolar disorder",psychiatric conditions,0,22,,,,,P
NCT02502734_inc_183_T13,Subjects must be pre-adolescent without any signs of puberty (Tanner Stage 1).,Tanner Stage,62,74,,,,,P
NCT02431559_exc_1378_T105,"Grade 2 or higher peripheral ischemia, except for brief (< 24 hrs) episodes of ischemia managed non-surgically and without permanent deficit.",brief,50,55,,,,,P
NCT02831166_exc_589_T39,Severe concomitant disease with life expectancy below 12 months;,disease,19,26,,,,,P
NCT02322203_exc_597_T27,BMI less than 18.5,BMI,0,3,,,,,P
NCT00426751_inc_371_T16,Angina or equivalent symptoms > 20 min and,Angina,0,6,,,,,P
NCT02543710_inc_345_T13,Technical possibility to obtain a new tissue biopsy to determine stathmin level in the tumour recurrence.,tissue biopsy,38,51,,,,,P
NCT01907230_inc_25_T6,HBsAg-positive for more than 6 months and HBV DNA < 2000 IU/ml (Subgroup 1)or HBsAg-negative but anti-HBc positive with HBV DNA < 2000 IU/ml,HBV DNA,42,49,,,,,P
NCT02531971_inc_1155_T37,"Have normal screening laboratories for white blood cells (WBC), hemoglobin (Hgb), platelets, sodium, potassium, chloride, bicarbonate, blood urea nitrogen (BUN), creatinine, ALT (liver function), AST (liver function) and bilirubin",potassium,101,110,,,,,P
NCT02384850_inc_550_T44,serum alanine transaminase (ALT) ≤ 2.5 x ULN (in case of liver metastases < 5 x ULN),liver metastases,57,73,,,,,P
NCT03648021_exc_155_T13,"Pharmacological intervention (administration of corticosteroids, NSAIDs or paracetamol) or physical intervention (external cooling technique) that may influence temperature in the last 6 hours.",Pharmacological intervention,0,28,,,,,P
NCT02965027_exc_2229_T119,"Women of childbearing potential must not be pregnant, planning to become pregnant during the study period, or nursing.",childbearing potential,9,31,,,,,P
NCT02816762_exc_774_T46,Previous treatment with CPAP,treatment,9,18,,,,,P
NCT02579200_inc_246_T19,"Respiratory muscle weakness (Pi,max < 70cmH2O)","Pi,max",29,35,,,,,P
NCT02156999_exc_0_T6,"Kidney, parathyroid, congenital bone metabolic disease",disease,47,54,,,,,P
NCT00235170_exc_404_T19,"Chest pain lasting longer than 30 minutes within 12 hours pre-procedure, if CK enzymes positive (≥ 2x the normal upper limit).",CK enzymes,76,86,,,,,P
NCT01314898_exc_264_T12,Estimated GFR <60 mL/min/1.73 m2 using the Cockcroft-Gault formula measurement of the individual parameters following at least 5 minutes of rest at Screening.,Estimated GFR,0,13,,,,,P
NCT00236340_inc_94_T10,Single or twin pregnancies,Single,0,6,,,,,P
NCT01491295_inc_74_T9,Age > 20 y/o.,Age,0,3,,,,,P
NCT01807897_exc_589_T24,"Severe chronic insomnia, with reported usual sleep duration <4 hours",chronic insomnia,7,23,,,,,P
NCT02637076_exc_0_T1,"use of any sedative hypnotics, tranquilizers, anticonvulsants, antihistamines (except non-sedating), benzodiazepines, clonidine or any medication known to affect dopamine at start of baseline period",sedative hypnotics,11,29,,,,,P
NCT02557412_inc_409_T20,"A concentration of LDL-cholesterol above 100 mg / dl, in the month prior to inclusion.",LDL-cholesterol,19,34,,,,,P
NCT02384850_inc_856_T59,Women of child-bearing potential must have a negative pregnancy test,pregnancy test,54,68,,,,,P
NCT01497639_exc_96_T7,moderate-to-severe depression (> 25 points on the Beck Depression Inventory),depression,19,29,,,,,P
NCT02323399_inc_356_T27,Females must have a urine or serum pregnancy test (Human Chorionic Gonadotropin) that is negative at Screening and Day 1,urine pregnancy test,,,"[(20, 25), (20, 34)]",,,,P
NCT01228279_inc_31_T6,Patients with end-stage renal disease(ESRD)/chronic kidney disease(CKD)stage 5,chronic kidney disease,44,66,,,,,P
NCT00989261_exc_397_T22,Persistent clinically significant non-hematological toxicity that is Grade >1 by NCI CTCAE v4 from prior chemotherapy,toxicity,52,60,,,,,P
NCT02531971_inc_1386_T48,Have normal screening laboratories for urine protein and urine glucose,urine protein,39,52,,,,,P
NCT01765231_exc_0_T2,younger than 18 years old,old,22,25,,,,,P
NCT00989261_exc_2054_T91,Active hepatitis B or C or other active liver disease,hepatitis B,7,18,,,,,P
NCT03079141_exc_867_T55,"(relative) Contraindications for photodynamic treatment (pregnancy, porphyria, severely disturbed liver function).",Contraindications,11,28,,,,,P
NCT02323399_inc_201_T19,"Subjects with controlled diabetes prior to entry must have a mean systolic/diastolic office blood pressure =128/78 mmHg (sitting, after 5 minutes of rest)",mean systolic blood pressure,,,"[(61, 65), (61, 69), (61, 75)]",,,,P
NCT02876484_inc_66_T5,"Fasting plasma glucose < 7,0 mM, HbA1c < 48 mmol/mol 3 months after RYGB",Fasting plasma glucose,0,22,,,,,P
NCT03344042_exc_48_T4,contraindications to epidural analgesia,contraindications,0,17,,,,,P
NCT00989261_exc_2113_T97,"History of cancer, except Stage 1 cervix or nonmelanotic skin cancer, with the possible exception of patients in complete remission       ",cancer,11,17,,,,,P
NCT01959425_exc_0_T10,"OAT required for reasons not related to AF (i.e., prosthetic valve, PV stenosis, previous pulmonary embolism, presence of spontaneous echo contrast [SEC] at standard echo performed at 3-months follow-up).",spontaneous echo contrast,122,147,,,,,P
NCT03126214_exc_433_T31,"History of ""Major Bleeding"" at any point (defined as overt bleeding at a critical site including intracranial, intraspinal, intraocular, pericardial, or retroperitoneal; or bleed requiring hospitalization).",Major Bleeding,12,26,,,,,P
NCT02509091_inc_0_T1,Age=18 years and =80 years;,Age,0,3,,,,,P
NCT03044561_inc_115_T10,(3) women have experienced two or more implantation failure attributed to inadequate endometrial development.,implantation,39,51,,,,,P
NCT03589105_exc_36_T20,"Inability to complete an MRI (contraindications for MRI include but are not restricted to weight =140 kg, pacemaker, cochlear implants, presence of foreign substances in the eye, intracranial vascular clips, surgery within 6 weeks of entry into the study, coronary stent implanted within 8 weeks prior to the time of the intended MRI, etc…)",MRI,25,28,,,,,P
NCT02816762_exc_630_T38,Concomitant treatment with high doses of acetylsalicylic acid (> 500 mg/day) or continuous treatment with non-steroidal anti-inflammatory drugs,treatment,12,21,,,,,P
NCT03282006_exc_123_T9,Pyonephrosis requiring drainage,drainage,23,31,,,,,P
NCT01064752_exc_267_T23,Pregnancy or expectation of pregnancy during the study.,pregnancy,28,37,,,,,P
NCT01807897_exc_67_T5,Hospitalization for myocardial infarction or cardiac surgery within previous 90 days,myocardial infarction,20,41,,,,,P
NCT00718952_inc_22_T6,"Confirmed idiopathic pulmonary hypertension, connective tissue disease associated pulmonary hypertension, congenital heart disease(with Eisenmenger syndrome) associated pulmonary hypertension.",congenital heart disease,106,130,,,,,P
NCT03073603_exc_842_T46,Cancers other than basal cell skin cancers within the last 5 years,Cancers,0,7,,,,,P
NCT03156855_inc_131_T18,"previous allergic reaction to antibiotics (bismuth, amoxicillin, metronidazole, clarithromycin, tetracycline) and PPI (esomeprazole),",antibiotics,30,41,,,,,P
NCT03491059_exc_0_T1,not a regular user of e-cigarettes,regular user,6,18,,,,,P
NCT03663387_exc_1078_T69,"Chronic kidney disease in stages = 4, as defined per National Kidney Foundation (8).",Chronic kidney disease,0,22,,,,,P
NCT03360981_exc_0_T4,"acute myocardial infarction, heart failure, neoplastic disease, chronic diseases that may affect the inflammatory profile both systemic and epicardial (cancer, chronic intestinal inflammation, hepatitis, AIDS); life expectancy < 6 months, previous CABG and/or other open heart surgery intervention, acute coronary syndrome",chronic diseases,64,80,,,,,P
NCT03335436_exc_68_T10,positive drug screen at the time of delivery,at the time of delivery,21,44,,,,,P
NCT02705222_inc_160_T12,Failure of medical treatment for at least 3 months.,Failure,0,7,,,,,P
NCT00480129_inc_154_T11,History of positive skin prick test or blood radio-allergosorbent test (RAST) to grass and/or ragweed pollen,blood radio-allergosorbent test (RAST),39,77,,,,,P
NCT03648021_exc_155_T13,"Pharmacological intervention (administration of corticosteroids, NSAIDs or paracetamol) or physical intervention (external cooling technique) that may influence temperature in the last 6 hours.",Pharmacological intervention,0,28,,,,,P
NCT00391690_inc_0_T3,Patients with histologically confirmed diagnosis of prostate cancer who have not yet developed bone metastases,prostate cancer,52,67,,,,,P
NCT02831166_exc_589_T39,Severe concomitant disease with life expectancy below 12 months;,disease,19,26,,,,,P
NCT02862314_exc_582_T22,"patients with an absolute indication for administration of antibiotics at the moment of ICU admission (meningitis, pneumonia) or a chronic infection for which long-term antibiotic treatment is necessary (endocarditis, osteo-articular infections, mediastinitis, deep abscesses, pneumocystis infection, toxoplasmosis, tuberculosis)",indication,26,36,,,,,P
NCT02431559_exc_963_T88,"History of serious ventricular arrhythmia (i.e., ventricular tachycardia or ventricular fibrillation) or cardiac arrhythmias requiring anti-arrhythmic medications, except for atrial fibrillation that is well controlled with anti-arrhythmic medication.",requiring anti-arrhythmic medications,125,162,,,,,P
NCT02965027_exc_202_T19,Lifetime history of 5 or more migraine or probable migraine headaches pre-dating mTBI,mTBI,81,85,,,,,P
NCT02323399_inc_201_T14,"Subjects with controlled diabetes prior to entry must have a mean systolic/diastolic office blood pressure =128/78 mmHg (sitting, after 5 minutes of rest)",diabetes,25,33,,,,,P
NCT01491295_inc_88_T12,"Under lamivudine/adefovir treatment for more than 1 year due to previous lamivudine resistance (LAM-R), current HBV DNA is undetectable (< 20 IU/ml) during enrollment.",adefovir,17,25,,,,,P
NCT00236340_inc_0_T6,Pregnant women with abdomen discumfort and ultrasound diagnosis of polyhydramnios (AFI>25cm),AFI,83,86,,,,,P
NCT03430284_exc_218_T19,allergic history or contraindication for any drugs in trials;,drugs in trials,45,60,,,,,P
NCT02788045_inc_76_T4,"Is healthy on the basis of physical examination, medical history, electrocardiogram (ECG), and vital signs measurement performed at screening",healthy,3,10,,,,,P
NCT03079141_exc_670_T40,Continuous and/or progressive visual loss > 18 months or serous detachment on OCT > 18 months;,visual loss,30,41,,,,,P
NCT01314898_exc_0_T1,Subjects with a supine BP >140 mm Hg systolic or >90 mm,supine BP,16,25,,,,,P
NCT01891513_inc_24_T5,Hypertension - untreated (Systolic Blood Pressure (SBP) ≥,Systolic Blood Pressure (SBP),26,55,,,,,P
NCT03355469_inc_115_T10,Not currently engaged in > 60 min/wk of exercise,engaged in exercise,,,"[(14, 24), (14, 22)]",,,,P
NCT02965027_exc_83_T3,History of TBI more severe than mild by DVBIC criteria,TBI,11,14,,,,,P
NCT02952378_inc_0_T2,"For healthy individuals: Healthy, without allergies and with the age of 18 years or above.",healthy,4,11,,,,,P
NCT02322203_exc_692_T33,"Subjects taking the following medications for at least six weeks, which may interfere with the study, will be excluded: BAS, antibiotics, anticoagulants, anticonvulsants, antiarrhythmic, Cyclosporine, Mycophenolate and Synthroid.",BAS,120,123,,,,,P
NCT03355469_inc_306_T23,"Elevated triglycerides (=150 mg/dl), or on medication for treating the condition",Elevated,0,8,,,,,P
NCT03336801_exc_296_T25,Genetic malignant hyperthermia,malignant hyperthermia,8,30,,,,,P
NCT00989261_exc_397_T27,Persistent clinically significant non-hematological toxicity that is Grade >1 by NCI CTCAE v4 from prior chemotherapy,NCI CTCAE v4,81,93,,,,,P
NCT01483118_inc_143_T15,"Patients meeting the Rotterdam PCOS workshop criteria for polycystic ovary syndrome, defined by oligomenorrhea or amenorrhea and at least one of the following two signs: clinical or biochemical evidence of hyperandrogenism or ultrasound finding of polycystic appearing ovaries.",ultrasound,226,236,,,,,P
NCT02867618_exc_534_T47,Current malignancy or history of a prior malignancy,malignancy,8,18,,,,,P
NCT02431559_exc_963_T79,"History of serious ventricular arrhythmia (i.e., ventricular tachycardia or ventricular fibrillation) or cardiac arrhythmias requiring anti-arrhythmic medications, except for atrial fibrillation that is well controlled with anti-arrhythmic medication.",ventricular arrhythmia,19,41,,,,,P
NCT01794793_exc_1185_T13,Male sterilization (at least 6 months prior to screening).,Male sterilization,0,18,,,,,P
NCT01807897_exc_0_T1,Hospitalization for acute decompensated HF within previous 30 days,Hospitalization,0,15,,,,,P
NCT02380118_exc_62_T5,"reversible aetiology for agitation (e.g. hypotension, hypoxia, hypoglycaemia)",reversible aetiology,0,20,,,,,P
NCT00989261_exc_2009_T89,Human immunodeficiency virus positivity,Human immunodeficiency virus,0,28,,,,,P
NCT02862314_exc_582_T24,"patients with an absolute indication for administration of antibiotics at the moment of ICU admission (meningitis, pneumonia) or a chronic infection for which long-term antibiotic treatment is necessary (endocarditis, osteo-articular infections, mediastinitis, deep abscesses, pneumocystis infection, toxoplasmosis, tuberculosis)",chronic infection,131,148,,,,,P
NCT02664558_exc_1170_T97,"History of portal hypertension or chronic liver disease, including positive serology for infection with HCV and/or HBV.",serology for infection with HCV,76,107,,,,,P
NCT03079141_exc_615_T35,Visual loss and/or serous detachment on OCT < 6 weeks;,OCT,40,43,,,,,P
NCT00785213_exc_65_T4,Recent significant blood donation or plasma donation,blood donation,19,33,,,,,P
NCT02664558_exc_1441_T110,History of obstructive sleep apnea.,obstructive sleep apnea,11,34,,,,,P
NCT02209545_inc_178_T11,Pre-operative hemoglobin >8 g/dl,Pre-operative,0,13,,,,,P
NCT03589105_exc_893_T53,"History of genetically inherited progressive CNS degenerative disorder (e.g., hereditary paraparesis; MELAS [mitochondrial myopathy, encephalopathy, lactic acidosis, stroke] syndrome)",progressive CNS degenerative disorder,33,70,,,,,P
NCT02531971_inc_1155_T42,"Have normal screening laboratories for white blood cells (WBC), hemoglobin (Hgb), platelets, sodium, potassium, chloride, bicarbonate, blood urea nitrogen (BUN), creatinine, ALT (liver function), AST (liver function) and bilirubin",creatinine,162,172,,,,,P
NCT00989261_exc_339_T21,AML or antecedent MDS secondary to prior chemotherapy,chemotherapy,41,53,,,,,P
NCT00426751_exc_1112_T52,Subjects who will be inaccessible due to geographic or social factors during treatment or follow-up,during treatment or follow-up,70,99,,,,,P
NCT03044561_inc_0_T3,"(1) cases of infertility, older than 20 years of age and not older than 40 years.",age,49,52,,,,,P
NCT02973035_exc_84_T3,Planned cardiac surgery or planned major non-cardiac surgery within the study period.,surgery,16,23,,,,,P
NCT02109081_exc_0_T14,1) preoperative diagnosis of delirium or dementia; 2) MMSE score of = 20 out of 30 on preoperative testing (more than mild cognitive impairment) or delirium on preoperative CAM testing; 3) language barriers that would preclude testing; 4) preoperative steroid use within 3 days of surgery; or 5) anticipation of postoperative intubation.,cognitive impairment,123,143,,,,,P
NCT02557412_inc_348_T13,"Lipid-lowering treatment and diet, stable in the last month.",stable,35,41,,,,,P
NCT02858180_exc_819_T42,"Severe renal impairment creatinine clearance (CrCl), i.e. < 30 mL/min.",creatinine clearance,24,44,,,,,P
NCT01424020_exc_109_T6,Unable to walk (ex: wheelchair subjects),Unable to walk,0,14,,,,,P
NCT02664558_exc_2080_T148,"Transaminases (alanine transaminase, aspartate transaminase) levels >3 × upper limit of normal (ULN) and/or bilirubin level >2 × ULN.",Transaminases levels,,,"[(0, 13), (0, 6)]",,,,P
NCT03073603_exc_83_T4,Any new or definitely enlarging T2/FLAIR lesion or new gadolinium-enhancing lesion within the past three years (at least two scans separated by at least three years must be reviewed) on brain or spine MRI scan.,T2/FLAIR lesion,32,47,,,,,P
NCT02867618_inc_792_T49,"Evaluable Disease in the Phase I, and measurable disease in the Phase II",Disease,10,17,,,,,P
NCT02654912_exc_0_T1,"contraindications from manufacturer for medications including currently taking haloperidol, artane, Phenergan (Promethazine), chlorpromazine, erythromycin, Azithromycin, clarithromycin, Ketoconazole, fluconazole, mefloquine (as prophylaxis), lumefantrine (in Coartem), quinine, Septrin",contraindications,0,17,,,,,P
NCT03663387_exc_1337_T81,"Stroke when meeting criteria for total anterior, partial anterior or posterior circulation infarct according to the Oxford Community Stroke Project classification.",Stroke,0,6,,,,,P
NCT03079141_exc_40_T6,"Previous prescription of mineralocorticoid receptor antagonists, for cCSC or for other diseases;",mineralocorticoid receptor antagonists,25,63,,,,,P
NCT02783859_exc_434_T25,Beta-lactam allergy,allergy,12,19,,,,,P
NCT02323399_inc_0_T1,"Subject's age is between =12 and 16 years, inclusive",age,10,13,,,,,P
NCT03335436_exc_68_T8,positive drug screen at the time of delivery,drug screen,9,20,,,,,P
NCT02973035_exc_317_T22,A diagnosis of cancer (other than superficial squamous or basal cell skin cancer) in the past 3 years or current treatment for the active cancer.,cancer,15,21,,,,,P
NCT03663387_exc_888_T61,Implanted medical devices that are incompatible with MRI imaging.,incompatible with MRI imaging,35,64,,,,,P
NCT02431559_exc_323_T47,Clinically significant persistent immune-related adverse events following prior therapy.,following prior therapy,64,87,,,,,P
NCT03126214_exc_640_T45,Foreshortened life-expectancy or severe comorbidities precluding study follow-up period,life-expectancy,14,29,,,,,P
NCT02543710_inc_0_T4,All patients referred to a participating research centre with suspicion of or confirmed endometrial cancer.,endometrial cancer,88,106,,,,,P
NCT03360981_exc_0_T19,"acute myocardial infarction, heart failure, neoplastic disease, chronic diseases that may affect the inflammatory profile both systemic and epicardial (cancer, chronic intestinal inflammation, hepatitis, AIDS); life expectancy < 6 months, previous CABG and/or other open heart surgery intervention, acute coronary syndrome",open heart surgery intervention,266,297,,,,,P
NCT02431559_exc_1219_T93,Baseline ejection fraction ≤ 50% as assessed by echocardiogram or MUGA.,ejection fraction,9,26,,,,,P
NCT03323047_exc_632_T27,Complicating health factors precluding the use of opioids or acetaminophen,precluding,28,38,,,,,P
NCT02664558_exc_289_T50,Acute decompensated heart failure within 1 month of Screening.,heart failure,20,33,,,,,P
NCT02858180_exc_890_T45,History of major organ transplantation with an existing functional graft.,major organ transplantation,11,38,,,,,P
NCT02961582_inc_368_T31,Sensation of incomplete evacuation for =25% of defecations,defecations,47,58,,,,,P
NCT02970773_inc_0_T1,Motor complete tetraplegia for at least 3 months,tetraplegia,15,26,,,,,P
NCT02590822_inc_192_T9,"Current glucose lowering therapy either mono, dual or triple of any combination of metformin, sulphonylurea, DPP-IV inhibitor, GLP-1 therapy or an SGLT2 +/- diet and exercise",glucose lowering therapy,8,32,,,,,P
NCT01205334_inc_0_T1,Histopathological verification of glioblastoma multiforme (GBM: WHO grade IV) in remission (Group A) or with active disease (Group B).,glioblastoma multiforme,34,57,,,,,P
NCT02952378_inc_91_T3,For patients: Burn injury exceeding 6-8 Total Burned Surface Area %,patients,4,12,,,,,P
NCT02939872_inc_0_T1,Age 19 and more,Age,0,3,,,,,P
NCT00391690_inc_112_T8,Prostate cancer patients with a rise in PSA under hormone therapy.,hormone therapy,50,65,,,,,P
NCT02867618_exc_3_T17,Prior Therapy Exposure to chemotherapy or radiotherapy within 2 weeks prior to entering the study or those who have not recovered from adverse events due to agents administered more than 2 weeks earlier.,adverse events,135,149,,,,,P
NCT02964416_inc_166_T11,Patients with Glasgow Coma Scale (GCS) 15/15,Glasgow Coma Scale,14,32,,,,,P
NCT02579733_inc_0_T1,Ulcerative colitis patients with moderate to severe activity who achieved a clinical remission by the first course of corticosteroids,Ulcerative colitis,0,18,,,,,P
NCT01175044_exc_360_T14,Patients scheduled to undergo revision total knee arthroplasty for infectious reasons.,revision total knee arthroplasty,30,62,,,,,P
NCT03126214_exc_433_T31,"History of ""Major Bleeding"" at any point (defined as overt bleeding at a critical site including intracranial, intraspinal, intraocular, pericardial, or retroperitoneal; or bleed requiring hospitalization).",Major Bleeding,12,26,,,,,P
NCT00445029_inc_146_T21,Feasibility of patch testing.,patch testing,15,28,,,,,P
NCT02457442_inc_141_T13,Chronic intake of CNS active drugs,CNS active drugs,18,34,,,,,P
NCT02502734_inc_791_T36,Using one of the following asthma therapies prior to entry into the study: SABA inhaler alone (e.g. salbutamol) on an as required basis and/or Regular non-inhaled corticosteroid (ICS) controller medications for asthma (e.g. cromones or leukotriene receptor antagonists) and/or Previously treated with ICS (equipotent to inhaled budesonide <,prior to entry into the study,44,73,,,,,P
NCT00391690_inc_195_T10,Patients who have undergone prostatectomy: any rise in PSA or,PSA,55,58,,,,,P
NCT01205334_inc_690_T31,Patients should have been off other investigational antineoplastic therapy for one month prior to entry in this study.,antineoplastic therapy,52,74,,,,,P
NCT02961582_inc_0_T1,An average defecation frequency (DF) of <3 per week based on a 3-week defecation diary (patient-reported),average defecation frequency,3,31,,,,,P
NCT00344318_exc_201_T13,Chronic administration (defined as more than 14 days) of immunosuppressants or other immune-modifying drugs within six months prior to the first vaccine dose.,Chronic,0,7,,,,,P
NCT02431559_exc_963_T89,"History of serious ventricular arrhythmia (i.e., ventricular tachycardia or ventricular fibrillation) or cardiac arrhythmias requiring anti-arrhythmic medications, except for atrial fibrillation that is well controlled with anti-arrhythmic medication.",atrial fibrillation,175,194,,,,,P
NCT03360981_exc_0_T4,"acute myocardial infarction, heart failure, neoplastic disease, chronic diseases that may affect the inflammatory profile both systemic and epicardial (cancer, chronic intestinal inflammation, hepatitis, AIDS); life expectancy < 6 months, previous CABG and/or other open heart surgery intervention, acute coronary syndrome",chronic diseases,64,80,,,,,P
NCT02557412_inc_131_T7,"It is also considered patients who have an altered analytical, using the following cutoffs: total cholesterol = 200 mg / dl, triglycerides = 180 mg / dl, HDL-cholesterol = 40",HDL-cholesterol,154,169,,,,,P
NCT02579733_inc_0_T5,Ulcerative colitis patients with moderate to severe activity who achieved a clinical remission by the first course of corticosteroids,first course of corticosteroids,102,133,,,,,P
NCT03124329_inc_64_T3,"Multiple contiguous gingival recession defects on a minimum of two adjacent teeth, exhibiting 3mm or more recession on at least one of those teeth",gingival recession defects,20,46,,,,,P
NCT01175044_exc_171_T8,Any condition requiring antibiotics 14 days prior to arriving for surgery.,arriving for surgery,53,73,,,,,P
NCT02595190_exc_491_T19,"Patients with Magnetic resonance imaging contraindication ,including claustrophobic syndrome patients",contraindication,41,57,,,,,P
NCT02961582_inc_324_T24,Lumpy or hard stools in =25% of defecations,Lumpy stools,,,"[(0, 5), (0, 6)]",,,,P
NCT03663387_exc_580_T45,"Use of anti-dementia medications (Aricept, Exelon, Razadyne) and memantine (Namenda)) or anti-Parkinsonian medications (Sinemet, amantadine, bromocriptine, pergolide, selegeline).",anti-Parkinsonian medications,89,118,,,,,P
NCT03119766_exc_596_T36,Known history of/suspected malignant neoplasm of various sites.,malignant neoplasm,27,45,,,,,P
NCT03119766_exc_596_T36,Known history of/suspected malignant neoplasm of various sites.,malignant neoplasm,27,45,,,,,P
NCT02281643_inc_115_T3,Normal renal and hepatic laboratory profiles,renal laboratory profile,,,"[(7, 12), (7, 25)]",,,,P
NCT01824537_exc_134_T12,Being pregnant or plan on immediately becoming pregnant,pregnant,6,14,,,,,P
NCT02209545_inc_211_T16,Willing to have buccal administration of misoprostol or a placebo at least one hour pre-procedure.,buccal administration,16,37,,,,,P
NCT01891513_inc_24_T3,Hypertension - untreated (Systolic Blood Pressure (SBP) ≥,Hypertension,0,12,,,,,P
NCT02035904_inc_0_T2,F; age 18 to 70,age,3,6,,,,,P
NCT02664558_exc_1866_T136,"Concurrent regular use of another leukotriene pathway inhibitor, including over-the-counter medications or herbal remedies.",leukotriene pathway inhibitor,34,63,,,,,P
NCT02531971_inc_0_T4,Men or non-pregnant women of any ethnic background between the age of 18 and 45 years old,age,63,66,,,,,P
NCT02531971_inc_2577_T64,Temperature 35-37.9°C (95-100.3°F),35-37.9°C,12,21,,,,,P
NCT03079141_exc_615_T35,Visual loss and/or serous detachment on OCT < 6 weeks;,OCT,40,43,,,,,P
NCT03663387_exc_1078_T70,"Chronic kidney disease in stages = 4, as defined per National Kidney Foundation (8).",stages,26,32,,,,,P
NCT02867618_inc_617_T42,Patients with DLBCL will be eligible if there is no available standard therapy.,DLBCL,14,19,,,,,P
NCT02553226_exc_150_T8,"Pathological fetal heart rate pattern (cardiotocogram, CTG) before Syntocinon® initiation",Pathological fetal heart rate pattern,0,37,,,,,P
NCT02965027_exc_1945_T104,"History of delirium within the prior 3 months, epilepsy, stroke, dementia, psychotic disorder, or bipolar disorder",delirium,11,19,,,,,P
NCT02431559_exc_323_T46,Clinically significant persistent immune-related adverse events following prior therapy.,immune-related adverse events,34,63,,,,,P
NCT02816762_exc_374_T20,"Stroke, transient ischemic attack, acute coronary syndrome, or hospitalization for heart failure worsening, within the previous 30 days.",Stroke,0,6,,,,,P
NCT02831166_exc_137_T9,Hypersensitivity to antiplatelet and/or anticoagulant drugs;,Hypersensitivity,0,16,,,,,P
NCT02553226_exc_150_T8,"Pathological fetal heart rate pattern (cardiotocogram, CTG) before Syntocinon® initiation",Pathological fetal heart rate pattern,0,37,,,,,P
NCT02431559_exc_2673_T174,Prior treatment in any other interventional clinical trial within 4 weeks prior to Day 1 of the study.,treatment,6,15,,,,,P
NCT00989261_exc_519_T44,Patients who have had HSCT and are within 100 days of transplant and/or are still taking immunosuppressive drugs and/or have clinically significant graft-versus-host disease requiring treatment and/or have >Grade 1 persistent non hematological toxicity related to the transplant,persistent,215,225,,,,,P
NCT02431559_exc_3_T33,"Prior exposure to doxorubicin, PLD or any other anthracycline, motolimod and other TLR agonists, MEDI4736 or checkpoint inhibitors, such as anti-CTLA4 and anti-PD1/anti-PD-L1 antibodies.",checkpoint inhibitors,109,130,,,,,P
NCT02944292_inc_127_T8,Spontaneous breathing activity of at least 6 breaths/minute,Spontaneous breathing activity,0,30,,,,,P
NCT03337581_exc_186_T14,a history of use of alpha 2 receptor agonists or antagonists.,alpha 2 receptor agonists,20,45,,,,,P
NCT02224040_inc_0_T1,Blood culture-proven typhoid fever (S. typhi or S. paratyphi),Blood culture,0,13,,,,,P
NCT01774019_exc_187_T12,"Surgically altered biliary tract anatomy, not including prior cholecystectomy",cholecystectomy,62,77,,,,,P
NCT03373669_exc_443_T25,History of diarrhoea in 7 days prior to first dose of vaccine (defined as =3 unformed loose stools in 24 hours).,diarrhoea,11,20,,,,,P
